id,release_date,movie,production_budget,domestic_gross,worldwide_gross
94,11-Dec-98,A Simple Plan,17000000.00 ,16316273.00,16316273.00
95,24-Mar-06,Larry the Cable Guy: Health Inspector,17000000.00 ,15680099.00,15680099.00
96,27-Nov-02,Wes Craven Presents: They,17000000.00 ,12840842.00,16140842.00
97,1-Oct-99,The Adventures of Elmo in Grouchland,17000000.00 ,11634458.00,11634458.00
98,24-Jul-87,Superman IV: The Quest for Peace,17000000.00 ,11227824.00,11227824.00
99,29-May-63,55 Days at Peking,17000000.00 ,10000000.00,10000000.00
100,5-Jun-09,My Life in Ruins,17000000.00 ,8677425.00,20477425.00
1,21-Apr-06,American Dreamz,17000000.00 ,7314027.00,16510971.00
2,25-Jan-08,How She Move,17000000.00 ,7070641.00,8607815.00
3,24-Feb-06,Running Scared,17000000.00 ,6855137.00,9729088.00
4,24-Aug-12,The Apparition,17000000.00 ,4936819.00,10637281.00
5,30-Apr-04,Bobby Jones: Stroke of Genius,17000000.00 ,2694071.00,2694071.00
6,29-Aug-86,Shanghai Surprise,17000000.00 ,2315000.00,2315000.00
7,25-Dec-10,L'illusionniste,17000000.00 ,2231474.00,8609949.00
8,1-Jan-81,Roar,17000000.00 ,2110050.00,2110050.00
9,17-Oct-03,Veronica Guerin,17000000.00 ,1569918.00,9438074.00
10,10-Jun-16,Genius,17000000.00 ,1361045.00,7265283.00
11,14-Nov-07,Southland Tales,17000000.00 ,275380.00,364607.00
12,26-Jun-15,Escobar: Paradise Lost,17000000.00 ,195792.00,3917679.00
13,26-Sep-17,"Mune, le gardien de la lune",17000000.00 ,0.00,14534046.00
14,23-Jun-09,Chasseurs de dragons,17000000.00 ,0.00,13446115.00
15,21-Oct-77,Damnation Alley,17000000.00 ,0.00,0.00
16,12-Jul-19,Crawl,17000000.00 ,0.00,0.00
17,11-Mar-16,The Young Messiah,16800000.00 ,6469813.00,7313697.00
18,10-Nov-06,FUR: An Imaginary Portrait of Diane Arbus,16800000.00 ,223202.00,2281089.00
19,27-Nov-91,My Girl,16500000.00 ,58011485.00,58011485.00
20,11-Dec-87,Wall Street,16500000.00 ,43848100.00,43848100.00
21,11-Dec-95,Sense and Sensibility,16500000.00 ,42993774.00,134993774.00
22,18-Aug-06,The Illusionist,16500000.00 ,39868642.00,83792062.00
23,3-Aug-07,Becoming Jane,16500000.00 ,18663911.00,39380876.00
24,19-Dec-03,House of Sand and Fog,16500000.00 ,13005485.00,16157923.00
25,21-Sep-07,Sydney White,16500000.00 ,11892415.00,13636339.00
26,31-Dec-07,Arn - Tempelriddaren,16500000.00 ,0.00,21404122.00
27,2-Jun-89,Dead Poets Society,16400000.00 ,95860116.00,239500000.00
28,16-Dec-94,Dumb & Dumber,16000000.00 ,127175374.00,246400000.00
29,14-Jul-89,When Harry Met Sallyâ¦,16000000.00 ,92823546.00,92961960.00
30,19-May-00,Road Trip,16000000.00 ,68525609.00,119739110.00
31,8-Dec-82,The Verdict,16000000.00 ,53977250.00,53977250.00
32,15-Jan-99,Varsity Blues,16000000.00 ,52894169.00,54294169.00
33,25-May-12,Moonrise Kingdom,16000000.00 ,45512466.00,68848446.00
34,25-Nov-11,The Artist,16000000.00 ,44667095.00,128256712.00
35,9-Jan-09,The Unborn,16000000.00 ,42670410.00,78208812.00
36,2-Aug-02,The Master of Disguise,16000000.00 ,40363530.00,40363530.00
37,6-Oct-06,The Texas Chainsaw Massacre: The Beginning,16000000.00 ,39517763.00,50517763.00
38,29-Dec-06,El Laberinto del Fauno,16000000.00 ,37634615.00,87041569.00
39,4-Feb-11,The Roommate,16000000.00 ,37300107.00,52545707.00
40,2-Feb-07,The Messengers,16000000.00 ,35374833.00,53774833.00
41,2-Mar-01,See Spot Run,16000000.00 ,33357476.00,43057552.00
42,9-Aug-91,Double Impact,16000000.00 ,29090445.00,29090445.00
43,27-Jun-01,Baby Boy,16000000.00 ,28734552.00,28734552.00
44,11-Apr-01,Joe Dirt,16000000.00 ,27087695.00,30987695.00
45,12-Sep-08,The Women,16000000.00 ,26902075.00,50103808.00
46,20-Apr-07,Hot Fuzz,16000000.00 ,23618786.00,81742618.00
47,15-Aug-08,Vicky Cristina Barcelona,16000000.00 ,23216709.00,104504817.00
48,16-Jun-00,Boys and Girls,16000000.00 ,21799652.00,21799652.00
49,13-Jun-18,Superfly,16000000.00 ,20537137.00,20723581.00
50,18-Nov-94,LÃ©on,16000000.00 ,19284974.00,45284974.00
51,12-Mar-10,Remember Me,16000000.00 ,19068240.00,56506120.00
52,11-Oct-02,White Oleander,16000000.00 ,16357770.00,21657770.00
53,18-Sep-09,Jennifer's Body,16000000.00 ,16204793.00,31943401.00
54,3-Mar-00,Drowning Mona,16000000.00 ,15427192.00,15980376.00
55,30-Jan-87,Radio Days,16000000.00 ,14792779.00,14792779.00
56,18-Jul-03,How to Deal,16000000.00 ,14108518.00,14108518.00
57,3-Oct-14,Left Behind,16000000.00 ,14019924.00,20769209.00
58,28-May-04,Soul Plane,16000000.00 ,13922211.00,14553807.00
59,9-Dec-88,My Stepmother Is an Alien,16000000.00 ,13854000.00,13854000.00
60,29-Jun-12,People Like Us,16000000.00 ,12431792.00,12617472.00
61,28-May-99,The Thirteenth Floor,16000000.00 ,11810854.00,11810854.00
62,3-Sep-04,The Cookout,16000000.00 ,11540112.00,11540112.00
63,19-Oct-79,Meteor,16000000.00 ,8400000.00,8400000.00
64,7-Mar-86,Highlander,16000000.00 ,5900000.00,12900000.00
65,18-Nov-16,Bleed for This,16000000.00 ,5083906.00,6603926.00
66,3-May-02,Hollywood Ending,16000000.00 ,4839383.00,14839383.00
67,15-Sep-00,Duets,16000000.00 ,4734235.00,6615452.00
68,13-Aug-99,Detroit Rock City,16000000.00 ,4217115.00,5825314.00
69,19-Oct-07,Things We Lost in the Fire,16000000.00 ,3287315.00,8120148.00
70,14-Nov-14,The Homesman,16000000.00 ,2429989.00,8217571.00
71,5-Apr-13,Trance,16000000.00 ,2322593.00,22594052.00
72,16-May-14,The Immigrant,16000000.00 ,2013456.00,7585011.00
73,15-Aug-97,Steel,16000000.00 ,1686429.00,1686429.00
74,21-Dec-05,The White Countess,16000000.00 ,1669971.00,2814566.00
75,25-Jul-08,Bienvenue chez les Ch'tis,16000000.00 ,1477650.00,247474497.00
76,1-Oct-14,"Men, Women and Children",16000000.00 ,705908.00,1685403.00
77,24-Sep-10,Enter the Void,16000000.00 ,337997.00,1467278.00
78,31-Dec-08,Good,16000000.00 ,31631.00,31631.00
79,2-Nov-12,Vamps,16000000.00 ,3361.00,94812.00
80,11-May-10,Haeundae,16000000.00 ,0.00,64733391.00
81,9-Mar-10,Hachiko: A Dog's Story,16000000.00 ,0.00,47707417.00
82,31-Dec-13,Zulu,16000000.00 ,0.00,1844228.00
83,21-Dec-18,Second Act,15700000.00 ,39282227.00,63288854.00
84,21-Jun-02,Juwanna Mann,15600000.00 ,13571817.00,13771817.00
85,8-Jun-07,La MÃ´me,15500000.00 ,10299782.00,88611837.00
86,15-Nov-02,Ararat,15500000.00 ,1693000.00,1693000.00
87,13-Apr-07,Slow Burn,15500000.00 ,1237615.00,1237615.00
88,22-Apr-05,Madison,15500000.00 ,517262.00,517262.00
89,26-Feb-10,The Yellow Handkerchief,15500000.00 ,318623.00,318623.00
90,27-Sep-02,Wasabi,15300000.00 ,81525.00,7000000.00
91,31-Mar-06,Slither,15250000.00 ,7802450.00,12930343.00
92,16-Nov-90,Home Alone,15000000.00 ,285761243.00,476684675.00
93,5-Dec-84,Beverly Hills Cop,15000000.00 ,234760478.00,316300000.00
94,16-May-86,Top Gun,15000000.00 ,179800601.00,356799634.00
95,17-Dec-82,Tootsie,15000000.00 ,177200000.00,177200000.00
96,25-Nov-87,3 Men and a Baby,15000000.00 ,167780960.00,167780960.00
97,26-Nov-10,The Kingâs Speech,15000000.00 ,138797449.00,430821168.00
98,15-Sep-99,American Beauty,15000000.00 ,130058047.00,356258047.00
99,8-Dec-00,"Crouching Tiger, Hidden Dragon",15000000.00 ,128067808.00,213514672.00
100,9-Dec-88,Twins,15000000.00 ,111936388.00,216600000.00
1,20-Dec-96,Scream,15000000.00 ,103046663.00,173046663.00
2,11-Aug-17,Annabelle: Creation,15000000.00 ,102092201.00,305384865.00
3,25-Oct-13,Jackass Presents: Bad Grandpa,15000000.00 ,102003019.00,160903019.00
4,28-Jun-78,Heaven Can Wait,15000000.00 ,98800000.00,98800000.00
5,18-Dec-85,The Color Purple,15000000.00 ,93589701.00,93589701.00
6,28-Nov-14,The Imitation Game,15000000.00 ,91125143.00,227740463.00
7,30-Mar-88,Beetlejuice,15000000.00 ,73839613.00,73887546.00
8,18-Nov-59,Ben-Hur,15000000.00 ,73000000.00,73259017.00
9,18-Jan-13,Mama,15000000.00 ,71628180.00,148095566.00
10,10-Oct-80,Private Benjamin,15000000.00 ,69847348.00,69847348.00
11,7-Mar-80,Coal Miner's Daughter,15000000.00 ,67182787.00,67182787.00
12,6-Mar-87,Lethal Weapon,15000000.00 ,65192350.00,120192350.00
13,19-Mar-10,Diary of a Wimpy Kid,15000000.00 ,64003625.00,76954311.00
14,29-Jul-83,National Lampoonâs Vacation,15000000.00 ,61400000.00,61400000.00
15,31-Aug-07,Halloween,15000000.00 ,58269151.00,77514401.00
16,30-Sep-06,The Queen,15000000.00 ,56441711.00,128885873.00
17,12-Oct-07,Why Did I Get Married?,15000000.00 ,55204525.00,55934178.00
18,3-Feb-12,The Woman in Black,15000000.00 ,54333290.00,128955898.00
19,21-Dec-94,Little Women,15000000.00 ,50003303.00,50003303.00
20,1-Jan-79,The Deer Hunter,15000000.00 ,50000000.00,50009253.00
21,10-Aug-18,BlacKkKlansman,15000000.00 ,49275340.00,93017335.00
22,3-Feb-06,When a Stranger Calls,15000000.00 ,47860214.00,67215435.00
23,8-Feb-02,Big Fat Liar,15000000.00 ,47811275.00,52461017.00
24,15-Aug-97,Cop Land,15000000.00 ,44906632.00,63706632.00
25,25-Dec-97,Wag the Dog,15000000.00 ,43057470.00,64252038.00
26,22-Feb-13,Snitch,15000000.00 ,42930462.00,57907734.00
27,2-May-03,The Lizzie McGuire Movie,15000000.00 ,42734455.00,55534455.00
28,4-Dec-15,Krampus,15000000.00 ,42725475.00,61788393.00
29,21-Sep-12,End of Watch,15000000.00 ,41003371.00,57586606.00
30,25-Dec-98,The Faculty,15000000.00 ,40283321.00,40283321.00
31,9-Jun-93,What's Love Got to Do With It,15000000.00 ,39100956.00,39100956.00
32,14-Dec-01,Not Another Teen Movie,15000000.00 ,37882551.00,62401343.00
33,3-Dec-14,Wild,15000000.00 ,37880356.00,52460543.00
34,16-Dec-62,Lawrence of Arabia,15000000.00 ,37495385.00,69995385.00
35,7-Nov-14,The Theory of Everything,15000000.00 ,35893537.00,123327692.00
36,16-Sep-11,Drive,15000000.00 ,35060689.00,81357930.00
37,31-Mar-00,The Skulls,15000000.00 ,35007180.00,35007180.00
38,10-Oct-66,Hawaii,15000000.00 ,34562222.00,34562222.00
39,23-Nov-18,The Favourite,15000000.00 ,34366783.00,94113929.00
40,18-Apr-03,Malibu's Most Wanted,15000000.00 ,34308901.00,34499204.00
41,4-Sep-09,All About Steve,15000000.00 ,33862903.00,40127259.00
42,28-Apr-00,Where the Heart Is,15000000.00 ,33771174.00,40862054.00
43,28-Aug-09,Halloween 2,15000000.00 ,33392973.00,38512850.00
44,13-Mar-09,The Last House on the Left,15000000.00 ,32752215.00,46526243.00
45,18-Feb-05,Because of Winn-Dixie,15000000.00 ,32647042.00,33508485.00
46,4-Feb-05,The Wedding Date,15000000.00 ,31726995.00,47175038.00
47,25-Sep-87,The Princess Bride,15000000.00 ,30857000.00,30859628.00
48,12-Jul-02,Halloween: Resurrection,15000000.00 ,30259652.00,37659652.00
49,25-Dec-07,The Great Debaters,15000000.00 ,30226144.00,30261293.00
50,22-Aug-14,When the Game Stands Tall,15000000.00 ,30127963.00,30138912.00
51,12-Jun-81,Clash of the Titans,15000000.00 ,30000000.00,44400000.00
52,20-Feb-04,Confessions of a Teenage Drama Queen,15000000.00 ,29331068.00,33118854.00
53,17-Apr-98,The Object of my Affection,15000000.00 ,29145924.00,29145924.00
54,11-May-07,28 Weeks Later,15000000.00 ,28638916.00,64232714.00
55,11-Apr-97,Grosse Pointe Blank,15000000.00 ,28084357.00,31070412.00
56,21-Apr-00,Love and Basketball,15000000.00 ,27441122.00,27709625.00
57,8-Sep-17,Home Again,15000000.00 ,27020284.00,37336874.00
58,27-Oct-00,Book of Shadows: Blair Witch 2,15000000.00 ,26421314.00,47721314.00
59,10-Oct-97,Boogie Nights,15000000.00 ,26410771.00,43111725.00
60,23-Jul-10,Ramona and Beezus,15000000.00 ,26167002.00,27469621.00
61,27-Aug-14,The November Man,15000000.00 ,25018119.00,34820335.00
62,3-May-96,The Craft,15000000.00 ,24769466.00,55669466.00
63,28-Dec-05,Match Point,15000000.00 ,23089926.00,87973835.00
64,5-Nov-93,The Remains of the Day,15000000.00 ,22954968.00,63954968.00
65,15-Jan-93,Nowhere to Run,15000000.00 ,22189039.00,52189039.00
66,22-Sep-00,Urban Legends: Final Cut,15000000.00 ,21468807.00,38574362.00
67,29-Mar-13,The Place Beyond the Pines,15000000.00 ,21403519.00,47011449.00
68,20-Oct-06,Flicka,15000000.00 ,21000147.00,21896367.00
69,23-Mar-07,The Hills Have Eyes II,15000000.00 ,20804166.00,37466538.00
70,29-Apr-16,Keanu,15000000.00 ,20591853.00,20688141.00
71,22-Dec-10,Country Strong,15000000.00 ,20218921.00,20601987.00
72,11-Oct-02,Tuck Everlasting,15000000.00 ,19161999.00,19344615.00
73,13-Oct-06,The Marine,15000000.00 ,18844784.00,22165608.00
74,24-Jul-98,Disturbing Behavior,15000000.00 ,17507368.00,19014238.00
75,6-Mar-98,The Big Lebowski,15000000.00 ,17498804.00,46189568.00
76,25-Jul-14,A Most Wanted Man,15000000.00 ,17237855.00,36068890.00
77,26-Jun-09,The Hurt Locker,15000000.00 ,17017811.00,49894223.00
78,28-Jan-00,Eye of the Beholder,15000000.00 ,16500786.00,18260865.00
79,2-Nov-12,The Man with the Iron Fists,15000000.00 ,15634090.00,22018988.00
80,11-May-84,Firestarter,15000000.00 ,15136870.00,15136870.00
81,1-Feb-19,Miss Bala,15000000.00 ,14998027.00,15362298.00
82,30-Nov-12,Killing Them Softly,15000000.00 ,14945541.00,39238443.00
83,20-Apr-01,Freddy Got Fingered,15000000.00 ,14249005.00,14249005.00
84,19-Aug-11,One Day,15000000.00 ,13843771.00,59168692.00
85,25-Jun-04,De-Lovely,15000000.00 ,13337299.00,18524496.00
86,2-Oct-09,Whip It,15000000.00 ,13077184.00,18889972.00
87,11-Jan-08,The Pirates Who Don't Do Anything: A VeggieTales Movie,15000000.00 ,12981269.00,13248444.00
88,23-Jan-08,U2 3D,15000000.00 ,12898847.00,26170402.00
89,1-Sep-00,Highlander: Endgame,15000000.00 ,12801190.00,12801190.00
90,20-Jan-17,The Founder,15000000.00 ,12786053.00,24403192.00
91,25-Aug-06,Idlewild,15000000.00 ,12669914.00,12669914.00
92,25-Apr-03,Confidence,15000000.00 ,12212417.00,12212417.00
93,11-Oct-02,Knockaround Guys,15000000.00 ,11660180.00,12419700.00
94,27-Aug-99,The Muse,15000000.00 ,11614954.00,11614954.00
95,3-Apr-98,Barney's Great Adventure,15000000.00 ,11156471.00,11156471.00
96,1-Mar-89,New York Stories,15000000.00 ,10763469.00,10763469.00
97,25-Nov-98,Home Fries,15000000.00 ,10513979.00,10513979.00
98,24-Mar-00,Here on Earth,15000000.00 ,10494147.00,10845127.00
99,8-Oct-04,Raise Your Voice,15000000.00 ,10411980.00,14811980.00
100,18-Dec-85,Brazil,15000000.00 ,9929135.00,9932146.00
1,23-Apr-93,The Dark Half,15000000.00 ,9579068.00,9579068.00
2,2-Mar-07,Black Snake Moan,15000000.00 ,9396870.00,10951153.00
3,21-Feb-03,Dark Blue,15000000.00 ,9237470.00,12262065.00
4,22-Jun-07,A Mighty Heart,15000000.00 ,9176787.00,19153568.00
5,30-Sep-83,Brainstorm,15000000.00 ,8921050.00,8921050.00
6,23-Sep-16,Queen of Katwe,15000000.00 ,8874389.00,10055481.00
7,24-Mar-00,Whatever it Takes,15000000.00 ,8735529.00,8735529.00
8,21-Mar-03,Boat Trip,15000000.00 ,8586376.00,14933713.00
9,22-May-02,The Importance of Being Earnest,15000000.00 ,8378141.00,8378141.00
10,21-May-99,The Love Letter,15000000.00 ,8322608.00,9010980.00
11,5-May-06,Hoot,15000000.00 ,8117637.00,8224998.00
12,8-Feb-08,In Bruges,15000000.00 ,7800825.00,34533783.00
13,4-Jan-13,Promised Land,15000000.00 ,7597898.00,12394562.00
14,8-Oct-01,Mulholland Drive,15000000.00 ,7219578.00,20785973.00
15,8-Jun-18,Hotel Artemis,15000000.00 ,6708137.00,12758799.00
16,20-Aug-08,The Rocker,15000000.00 ,6409528.00,8767338.00
17,21-Aug-09,Post Grad,15000000.00 ,6382178.00,6563402.00
18,19-Jun-09,Whatever Works,15000000.00 ,5306706.00,35106706.00
19,19-Jul-00,The In Crowd,15000000.00 ,5217498.00,5217498.00
20,14-Dec-05,Los tres entierros de Melquiades Estrada,15000000.00 ,5027684.00,13454474.00
21,24-Sep-99,Jakob the Liar,15000000.00 ,4956401.00,4956401.00
22,28-Sep-07,Se jie,15000000.00 ,4604982.00,65167430.00
23,21-Oct-05,"Kiss Kiss, Bang Bang",15000000.00 ,4235837.00,16829464.00
24,30-Apr-99,Idle Hands,15000000.00 ,4023741.00,4023741.00
25,30-Oct-15,Scouts Guide to the Zombie Apocalypse,15000000.00 ,3703046.00,15554855.00
26,26-Jan-07,Blood and Chocolate,15000000.00 ,3526588.00,6551310.00
27,22-Sep-10,You Will Meet a Tall Dark Stranger,15000000.00 ,3247816.00,34247816.00
28,23-Oct-15,Rock the Kasbah,15000000.00 ,3020665.00,3386153.00
29,15-Sep-10,Never Let Me Go,15000000.00 ,2434652.00,11173718.00
30,9-Sep-16,The Disappointments Room,15000000.00 ,2423467.00,3503761.00
31,25-Dec-03,The Company,15000000.00 ,2281585.00,3396508.00
32,18-Jul-08,Transsiberian,15000000.00 ,2203641.00,6379575.00
33,22-Oct-99,Crazy in Alabama,15000000.00 ,1954202.00,1954202.00
34,17-Jan-86,The Clan of the Cave Bear,15000000.00 ,1953732.00,1953732.00
35,3-Feb-17,The Comedian,15000000.00 ,1658706.00,1658706.00
36,14-Mar-08,Funny Games,15000000.00 ,1294640.00,8200127.00
37,2-Jun-06,Banlieue 13,15000000.00 ,1200216.00,11599903.00
38,12-Nov-99,Felicia's Journey,15000000.00 ,824295.00,1970268.00
39,25-Jan-02,Metropolis,15000000.00 ,673414.00,1405032.00
40,16-Oct-15,CÃ¬kÃ¨ NiÃ¨ YinniÃ¡ng,15000000.00 ,632542.00,11279884.00
41,1-Dec-95,Things to Do in Denver when You're Dead,15000000.00 ,529766.00,529766.00
42,26-Apr-13,The Reluctant Fundamentalist,15000000.00 ,528731.00,528731.00
43,6-Feb-04,The Return,15000000.00 ,501752.00,5953886.00
44,25-Jul-03,Buffalo Soldiers,15000000.00 ,353743.00,353743.00
45,25-Apr-03,Steal (Canadian Release),15000000.00 ,220944.00,220944.00
46,27-Aug-10,Centurion,15000000.00 ,123570.00,7885048.00
47,23-Oct-09,Ong-Bak 2,15000000.00 ,102458.00,7583050.00
48,31-Dec-96,Silent Trigger,15000000.00 ,76382.00,76382.00
49,1-Aug-08,Midnight Meat Train,15000000.00 ,73548.00,1590246.00
50,6-Sep-13,Winnie Mandela,15000000.00 ,61847.00,61847.00
51,4-Nov-11,The Son of No One,15000000.00 ,30680.00,1148578.00
52,25-Oct-02,All the Queen's Men,15000000.00 ,22723.00,22723.00
53,5-Oct-07,The Good Night,15000000.00 ,22441.00,22441.00
54,6-Dec-13,Khumba,15000000.00 ,0.00,20898221.00
55,5-May-15,A Few Best Men,15000000.00 ,0.00,17224539.00
56,10-Oct-14,AutÃ³mata,15000000.00 ,0.00,6775458.00
57,31-Dec-15,Chiamatemi Francesco - Il papa della gente,15000000.00 ,0.00,3925769.00
58,31-Dec-08,Bathory,15000000.00 ,0.00,3436763.00
59,5-Feb-10,San suk si gin,15000000.00 ,0.00,2013340.00
60,31-Dec-05,Dungeons & Dragons: Wrath of the Dragon God,15000000.00 ,0.00,909822.00
61,17-Feb-17,In Dubious Battle,15000000.00 ,0.00,214182.00
62,1-Sep-15,Broken Horses,15000000.00 ,0.00,3471.00
63,29-Jun-01,Pandaemonium,15000000.00 ,0.00,0.00
64,14-Aug-19,Blinded by the Light,15000000.00 ,0.00,0.00
65,12-Feb-93,Groundhog Day,14600000.00 ,70906973.00,70906973.00
66,1-Jul-15,Magic Mike XXL,14500000.00 ,66013057.00,123660597.00
67,1-Nov-96,Romeo+Juliet,14500000.00 ,46338728.00,147542381.00
68,22-Jul-11,Elle s'appelait Sarah,14500000.00 ,7691700.00,25480031.00
69,5-Jun-15,Freedom,14500000.00 ,0.00,872757.00
70,7-Aug-92,Unforgiven,14400000.00 ,101157447.00,159157447.00
71,27-Jan-06,Manderlay,14200000.00 ,74205.00,543306.00
72,23-Mar-90,Pretty Woman,14000000.00 ,178406268.00,432645872.00
73,18-Sep-87,Fatal Attraction,14000000.00 ,156645693.00,320100000.00
74,12-Nov-08,Slumdog Millionaire,14000000.00 ,141330703.00,384530440.00
75,17-Dec-74,Towering Inferno,14000000.00 ,116000000.00,139700000.00
76,25-May-88,Crocodile Dundee 2,14000000.00 ,109306210.00,239606210.00
77,20-Dec-89,Born on the Fourth of July,14000000.00 ,70001698.00,70001698.00
78,1-Oct-93,Cool Runnings,14000000.00 ,68856263.00,155056263.00
79,12-Jan-07,Stomp the Yard,14000000.00 ,61356221.00,75525718.00
80,16-Jan-09,My Bloody Valentine,14000000.00 ,51545952.00,102836002.00
81,31-Aug-12,The Possession,14000000.00 ,49130588.00,82925064.00
82,22-Oct-82,First Blood,14000000.00 ,47212904.00,125212904.00
83,13-Jul-77,The Spy Who Loved Me,14000000.00 ,46800000.00,185400000.00
84,25-Sep-98,Urban Legend,14000000.00 ,38116707.00,72571864.00
85,9-Dec-81,Taps,14000000.00 ,35856053.00,35856053.00
86,24-Feb-12,Tyler Perry's Good Deeds,14000000.00 ,35025791.00,35579177.00
87,18-Jan-91,White Fang,14000000.00 ,34729091.00,34729091.00
88,21-Dec-88,Dangerous Liaisons,14000000.00 ,34700000.00,34700000.00
89,8-Oct-99,Superstar,14000000.00 ,30628981.00,30628981.00
90,13-Jan-12,The Iron Lady,14000000.00 ,29959436.00,115592104.00
91,23-Jul-93,Poetic Justice,14000000.00 ,27450453.00,27450453.00
92,4-Oct-02,Jonah: A VeggieTales Movie,14000000.00 ,25571351.00,25608779.00
93,8-Mar-02,All About the Benjamins,14000000.00 ,25482931.00,25873145.00
94,17-Jun-77,Exorcist II: The Heretic,14000000.00 ,25011000.00,25011000.00
95,12-Mar-10,Our Family Wedding,14000000.00 ,20255281.00,21410546.00
96,27-Oct-95,Vampire in Brooklyn,14000000.00 ,19637147.00,19637147.00
97,5-May-06,An American Haunting,14000000.00 ,16298046.00,30443277.00
98,22-Aug-03,My Boss's Daughter,14000000.00 ,15549702.00,15549702.00
99,7-Aug-09,A Perfect Getaway,14000000.00 ,15515460.00,22815460.00
100,25-Oct-96,Thinner,14000000.00 ,15171475.00,15171475.00
1,21-Aug-98,Dead Man on Campus,14000000.00 ,15064948.00,15064948.00
2,14-May-99,Tea with Mussolini,14000000.00 ,14395874.00,14395874.00
3,22-Jun-77,"New York, New York",14000000.00 ,13800000.00,13800000.00
4,26-Apr-02,Jason X,14000000.00 ,13121555.00,16951798.00
5,13-May-94,Crooklyn,14000000.00 ,13024170.00,13024170.00
6,16-Mar-07,I Think I Love My Wife,14000000.00 ,12559771.00,13205411.00
7,20-Feb-15,Hot Tub Time Machine 2,14000000.00 ,12314651.00,12826644.00
8,17-Nov-06,Bobby,14000000.00 ,11242801.00,20597806.00
9,2-Feb-01,Head Over Heels,14000000.00 ,10397365.00,10397365.00
10,26-Oct-12,Fun Size,14000000.00 ,9409538.00,11166615.00
11,23-Apr-99,Lost and Found,14000000.00 ,6552255.00,6552255.00
12,30-Nov-07,Le Scaphandre et le Papillon,14000000.00 ,5990075.00,22754472.00
13,6-Oct-06,Little Children,14000000.00 ,5463019.00,14121177.00
14,21-Apr-00,Gossip,14000000.00 ,5108820.00,12591270.00
15,26-Mar-99,A Walk on the Moon,14000000.00 ,4741987.00,4741987.00
16,23-Oct-15,Suffragette,14000000.00 ,4702420.00,34044909.00
17,27-Oct-06,Catch a Fire,14000000.00 ,4299773.00,5782198.00
18,19-Dec-14,Mr. Turner,14000000.00 ,3958546.00,25187026.00
19,7-Sep-01,Soul Survivors,14000000.00 ,3100650.00,4288246.00
20,22-May-09,Easy Virtue,14000000.00 ,2656784.00,20537741.00
21,31-Mar-95,Jefferson in Paris,14000000.00 ,2461628.00,2461628.00
22,6-Aug-10,Flipped,14000000.00 ,1755212.00,4289993.00
23,1-Jan-78,Caravans,14000000.00 ,1000000.00,1000000.00
24,25-Jun-10,Les herbes folles,14000000.00 ,403952.00,1903952.00
25,24-Jan-03,Amen,14000000.00 ,274299.00,274299.00
26,26-Sep-08,The Lucky Ones,14000000.00 ,266967.00,266967.00
27,30-Sep-11,Margaret,14000000.00 ,47185.00,623292.00
28,1-Nov-16,Reign of Assassins,14000000.00 ,0.00,11354230.00
29,27-Oct-09,Stan Helsing: A Parody,14000000.00 ,0.00,1553556.00
30,9-Dec-05,Brokeback Mountain,13900000.00 ,83043761.00,176980863.00
31,1-Jul-95,Clueless,13700000.00 ,56598476.00,56598476.00
32,31-Dec-08,Ca$h,13700000.00 ,0.00,11738256.00
33,30-Mar-90,Teenage Mutant Ninja Turtles,13500000.00 ,135265915.00,202000000.00
34,5-Oct-56,The Ten Commandments,13500000.00 ,85400591.00,85434516.00
35,8-Nov-02,Far From Heaven,13500000.00 ,15901849.00,29027914.00
36,12-Oct-12,Seven Psychopaths,13500000.00 ,15024049.00,33035736.00
37,22-Nov-00,Quills,13500000.00 ,7060876.00,11732088.00
38,29-Jan-82,The Border,13500000.00 ,6118683.00,6118683.00
39,18-Feb-05,Der Untergang,13500000.00 ,5501940.00,93631744.00
40,2-Mar-01,The Caveman's Valentine,13500000.00 ,687081.00,892506.00
41,1-Apr-11,The Last Godfather,13400000.00 ,164247.00,164247.00
42,4-Apr-14,Under the Skin,13300000.00 ,2614251.00,7229933.00
43,17-Dec-04,Mar adentro,13300000.00 ,2086345.00,39686345.00
44,12-Sep-14,No Good Deed,13200000.00 ,52543632.00,54323210.00
45,23-Dec-87,Good Morning Vietnam,13000000.00 ,123922370.00,123922370.00
46,3-Dec-10,Black Swan,13000000.00 ,106954678.00,331266710.00
47,12-Jan-01,Save the Last Dance,13000000.00 ,91038276.00,122244329.00
48,11-Feb-11,Justin Bieber: Never Say Never,13000000.00 ,73013910.00,99034125.00
49,4-Jul-18,The First Purge,13000000.00 ,69488745.00,136617305.00
50,16-Mar-16,Miracles from Heaven,13000000.00 ,61705123.00,73798736.00
51,11-Feb-00,Snow Day,13000000.00 ,60008303.00,62452927.00
52,23-Jan-04,The Butterfly Effect,13000000.00 ,57924679.00,95638592.00
53,11-Dec-74,The Godfather: Part II,13000000.00 ,57300000.00,57300000.00
54,24-Jun-16,The Shallows,13000000.00 ,55121623.00,118763442.00
55,17-Jul-87,RoboCop,13000000.00 ,53424681.00,53424681.00
56,19-Aug-88,A Nightmare on Elm Street 4: The Dream Master,13000000.00 ,49369899.00,49369899.00
57,21-Nov-07,This Christmas,13000000.00 ,49121934.00,49733545.00
58,14-Feb-14,About Last Night,13000000.00 ,48637684.00,50445860.00
