release_date,movie,production_budget,worldwide_gross,worldwide_profit,worldwide_ROI,Year
2013-09-13,Insidious Chapter 2,5000000.0,161921515.0,156921515.0,3138.4303,2013
2014-12-25,Into the Woods,56200000.0,213116401.0,156916401.0,279.21067793594307,2014
2015-09-18,Everest,65000000.0,221297061.0,156297061.0,240.4570169230769,2015
2016-11-11,Arrival,47000000.0,203127894.0,156127894.0,332.1870085106383,2016
2011-11-16,The Descendants,20000000.0,175507800.0,155507800.0,777.539,2011
2012-08-10,The Bourne Legacy,125000000.0,280355920.0,155355920.0,124.28473600000001,2012
2012-03-30,Wrath of the Titans,150000000.0,305270083.0,155270083.0,103.51338866666666,2012
2014-04-25,The Other Woman,40000000.0,195111193.0,155111193.0,387.7779825,2014
2015-07-24,Pixels,90000000.0,244041804.0,154041804.0,171.15756,2015
2011-10-07,Real Steel,110000000.0,263880341.0,153880341.0,139.8912190909091,2011
2013-07-17,Turbo,135000000.0,286896578.0,151896578.0,112.51598370370371,2013
2010-10-15,Jackass 3D,20000000.0,171685793.0,151685793.0,758.428965,2010
2015-11-06,The Peanuts Movie,99000000.0,250091610.0,151091610.0,152.61778787878788,2015
2016-07-22,Star Trek Beyond,185000000.0,335802233.0,150802233.0,81.51472054054054,2016
2014-10-10,Dracula Untold,70000000.0,220241723.0,150241723.0,214.63103285714286,2014
2011-12-20,The Girl with the Dragon Tattoo,90000000.0,239373970.0,149373970.0,165.97107777777777,2011
2015-06-26,Ted 2,68000000.0,217214143.0,149214143.0,219.4325632352941,2015
2016-08-26,Donât Breathe,10000000.0,158973685.0,148973685.0,1489.73685,2016
2017-11-10,"Three Billboards Outside Ebbing, Missouri",12000000.0,160191915.0,148191915.0,1234.9326250000001,2017
2013-08-16,Lee Daniels' The Butler,30000000.0,177025498.0,147025498.0,490.08499333333333,2013
2010-11-05,Due Date,65000000.0,211739043.0,146739043.0,225.75237384615386,2010
2010-08-13,Eat Pray Love,60000000.0,206598789.0,146598789.0,244.331315,2010
2015-11-25,The Good Dinosaur,187500000.0,333771037.0,146271037.0,78.01121973333333,2015
2013-10-25,Jackass Presents: Bad Grandpa,15000000.0,160903019.0,145903019.0,972.6867933333333,2013
2016-10-28,Inferno,75000000.0,219519367.0,144519367.0,192.69248933333333,2016
2016-07-22,Lights Out,5000000.0,148806510.0,143806510.0,2876.1302,2016
2011-03-11,Battle: Los Angeles,70000000.0,213463976.0,143463976.0,204.94853714285713,2011
2014-07-25,Hercules,100000000.0,243388614.0,143388614.0,143.388614,2014
2017-08-18,The Hitmanâs Bodyguard,30000000.0,172778667.0,142778667.0,475.92888999999997,2017
2010-06-23,Knight and Day,117000000.0,258751370.0,141751370.0,121.1550170940171,2010
2017-05-19,Alien: Covenant,97000000.0,238521247.0,141521247.0,145.89819278350515,2017
2017-12-22,Pitch Perfect 3,45000000.0,185736412.0,140736412.0,312.7475822222222,2017
2012-09-28,Looper,30000000.0,170466405.0,140466405.0,468.22135,2012
2013-02-08,Identity Thief,35000000.0,175361578.0,140361578.0,401.03308000000004,2013
2014-09-26,The Equalizer,55000000.0,192903624.0,137903624.0,250.7338618181818,2014
2012-10-19,Paranormal Activity 4,5000000.0,142817992.0,137817992.0,2756.35984,2012
2017-04-07,Smurfs: The Lost Village,60000000.0,197578586.0,137578586.0,229.29764333333333,2017
2016-11-25,Lion,12000000.0,149570720.0,137570720.0,1146.4226666666666,2016
2015-11-25,Creed,37000000.0,173567581.0,136567581.0,369.10157027027026,2015
2011-11-11,Immortals,75000000.0,211562435.0,136562435.0,182.08324666666667,2011
2010-10-15,Red,60000000.0,196439693.0,136439693.0,227.39948833333332,2010
2010-05-28,Prince of Persia: Sands of Time,200000000.0,336359676.0,136359676.0,68.179838,2010
2018-03-23,Pacific Rim: Uprising,155000000.0,290930148.0,135930148.0,87.69686967741936,2018
2010-08-06,Step Up 3D,30000000.0,165889117.0,135889117.0,452.96372333333335,2010
2016-03-04,London Has Fallen,60000000.0,195194085.0,135194085.0,225.32347499999997,2016
2011-02-11,Just Go With It,80000000.0,214974953.0,134974953.0,168.71869125,2011
2011-06-17,Mr. Poppers's Penguins,55000000.0,189624452.0,134624452.0,244.77173090909093,2011
2016-02-05,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000.0,194058503.0,134058503.0,223.43083833333336,2016
2018-09-28,Smallfoot,80000000.0,213691277.0,133691277.0,167.11409625,2018
2013-01-18,Mama,15000000.0,148095566.0,133095566.0,887.3037733333333,2013
2014-03-07,The Grand Budapest Hotel,31000000.0,163981261.0,132981261.0,428.97180967741934,2014
2012-07-27,Step Up Revolution,33000000.0,165552290.0,132552290.0,401.67360606060606,2012
2011-05-20,Midnight in Paris,30000000.0,162502774.0,132502774.0,441.67591333333337,2011
2017-02-10,John Wick: Chapter Two,40000000.0,171350009.0,131350009.0,328.3750225,2017
2014-10-17,Fury,80000000.0,210315681.0,130315681.0,162.89460125,2014
2011-10-28,In Time,35000000.0,165103952.0,130103952.0,371.72557714285716,2011
2017-12-22,The Post,50000000.0,179748880.0,129748880.0,259.49775999999997,2017
2012-12-21,The Impossible,40000000.0,169590606.0,129590606.0,323.976515,2012
2012-11-02,Flight,31000000.0,160558438.0,129558438.0,417.9304451612904,2012
2016-10-07,The Girl on the Train,45000000.0,174278214.0,129278214.0,287.28492,2016
2019-05-31,Godzilla: King of the Monsters,170000000.0,299276941.0,129276941.0,76.0452594117647,2019
2016-11-04,Hacksaw Ridge,40000000.0,168904682.0,128904682.0,322.261705,2016
2014-01-17,Ride Along,25000000.0,153733800.0,128733800.0,514.9352,2014
2011-03-18,Limitless,27000000.0,155564919.0,128564919.0,476.16636666666665,2011
2012-02-17,Kari gurashi no Arietti,23000000.0,151496097.0,128496097.0,558.6786826086956,2012
2014-12-12,Exodus: Gods and Kings,140000000.0,268314513.0,128314513.0,91.65322357142857,2014
2014-03-14,Need for Speed,66000000.0,194169619.0,128169619.0,194.19639242424242,2014
2010-02-12,Percy Jackson & the Olympians: The Lightning Thief,95000000.0,223050874.0,128050874.0,134.79039368421053,2010
2011-04-01,Hop,63000000.0,188657593.0,125657593.0,199.45649682539684,2011
2014-03-07,Mr. Peabody & Sherman,145000000.0,269806430.0,124806430.0,86.0734,2014
2010-12-17,Yogi Bear,80000000.0,204774690.0,124774690.0,155.96836249999998,2010
2012-05-04,The Best Exotic Marigold Hotel,10000000.0,134639780.0,124639780.0,1246.3978,2012
2011-01-21,No Strings Attached,25000000.0,149228078.0,124228078.0,496.912312,2011
2018-07-04,The First Purge,13000000.0,136617305.0,123617305.0,950.9023461538461,2018
2012-02-10,Safe House,85000000.0,208542162.0,123542162.0,145.34372,2012
2014-02-12,RoboCop,120000000.0,242981799.0,122981799.0,102.4848325,2014
2018-08-03,Christopher Robin,75000000.0,197504758.0,122504758.0,163.33967733333336,2018
2015-10-16,Bridge of Spies,40000000.0,162498338.0,122498338.0,306.245845,2015
2016-08-12,Sausage Party,19000000.0,141344255.0,122344255.0,643.9171315789474,2016
2013-12-18,Anchorman 2: The Legend Continues,50000000.0,172185754.0,122185754.0,244.371508,2013
2013-05-31,After Earth,130000000.0,251499665.0,121499665.0,93.46128076923077,2013
2016-01-22,Yip Man 3,36000000.0,157300954.0,121300954.0,336.9470944444445,2016
2018-12-14,The Mule,50000000.0,170857676.0,120857676.0,241.715352,2018
2011-12-09,New Yearâs Eve,26000000.0,146850273.0,120850273.0,464.80874230769234,2011
2017-11-22,Darkest Hour,30000000.0,150807172.0,120807172.0,402.6905733333333,2017
2017-10-20,Geostorm,100000000.0,220796009.0,120796009.0,120.796009,2017
2010-12-25,Gulliver's Travels,112000000.0,232017848.0,120017848.0,107.15879285714284,2010
2017-10-13,Happy Death Day,5000000.0,125010260.0,120010260.0,2400.2052,2017
2014-08-13,Letâs Be Cops,17000000.0,136890774.0,119890774.0,705.2398470588236,2014
2011-10-21,Johnny English Reborn,45000000.0,164640401.0,119640401.0,265.8675577777778,2011
2011-01-14,The Green Hornet,110000000.0,229155503.0,119155503.0,108.32318454545455,2011
2010-12-10,The Fighter,11000000.0,129262388.0,118262388.0,1075.112618181818,2010
2018-05-25,Solo: A Star Wars Story,275000000.0,393151347.0,118151347.0,42.96412618181818,2018
2010-02-05,Dear John,25000000.0,142033509.0,117033509.0,468.13403600000004,2010
2010-10-29,Saw 3D,17000000.0,133735284.0,116735284.0,686.6781411764705,2010
2014-11-14,Dumb and Dumber To,40000000.0,156553592.0,116553592.0,291.38398,2014
2011-11-23,The Muppets,45000000.0,160971922.0,115971922.0,257.7153822222222,2011
2017-05-25,Baywatch,60000000.0,175863783.0,115863783.0,193.106305,2017
2016-12-21,Assassinâs Creed,125000000.0,240759682.0,115759682.0,92.6077456,2016
2010-09-17,The Town,37000000.0,152566881.0,115566881.0,312.3429216216216,2010
2012-05-16,The Dictator,65000000.0,180148897.0,115148897.0,177.15214923076923,2012
2011-08-12,Final Destination 5,40000000.0,155011165.0,115011165.0,287.5279125,2011
2019-01-16,Dragon Ball Super: Broly,8500000.0,122747755.0,114247755.0,1344.0912352941175,2019
2012-02-03,The Woman in Black,15000000.0,128955898.0,113955898.0,759.7059866666667,2012
2018-07-20,The Equalizer 2,77000000.0,190453132.0,113453132.0,147.34172987012988,2018
2016-09-23,Storks,70000000.0,183353431.0,113353431.0,161.93347285714285,2016
2016-10-14,The Accountant,40000000.0,152962083.0,112962083.0,282.4052075,2016
2017-07-21,Girls Trip,28000000.0,140886353.0,112886353.0,403.1655464285715,2017
2010-05-14,Robin Hood,210000000.0,322459006.0,112459006.0,53.551907619047626,2010
2011-11-25,The Artist,16000000.0,128256712.0,112256712.0,701.6044499999999,2011
2012-02-03,Chronicle,12000000.0,123681790.0,111681790.0,930.6815833333334,2012
2011-07-22,Friends with Benefits,35000000.0,146595891.0,111595891.0,318.84540285714286,2011
2013-08-07,Percy Jackson: Sea of Monsters,90000000.0,200859554.0,110859554.0,123.17728222222222,2013
2011-03-04,Rango,135000000.0,245724600.0,110724600.0,82.01822222222222,2011
2015-06-05,Insidious Chapter 3,10000000.0,120453155.0,110453155.0,1104.53155,2015
2016-06-03,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000.0,245328374.0,110328374.0,81.72472148148148,2016
2013-12-25,Lone Survivor,40000000.0,149804632.0,109804632.0,274.51158000000004,2013
2014-08-15,The Expendables 3,100000000.0,209461378.0,109461378.0,109.461378,2014
2015-07-01,Magic Mike XXL,14500000.0,123660597.0,109160597.0,752.8317034482758,2015
2015-07-17,Bajrangi Bhaijaan,13000000.0,121778347.0,108778347.0,836.7565153846155,2015
2016-07-01,The Purge: Election Year,10000000.0,118514727.0,108514727.0,1085.14727,2016
2011-04-01,Source Code,32000000.0,140428499.0,108428499.0,338.83905937500003,2011
2014-11-07,The Theory of Everything,15000000.0,123327692.0,108327692.0,722.1846133333333,2014
2016-05-27,Alice Through the Looking Glass,170000000.0,276928112.0,106928112.0,62.8988894117647,2016
2014-07-18,Planes: Fire and Rescue,50000000.0,156399644.0,106399644.0,212.799288,2014
2015-07-17,Trainwreck,35000000.0,141123897.0,106123897.0,303.21113428571425,2015
2017-11-10,Daddyâs Home 2,70000000.0,175807183.0,105807183.0,151.15311857142856,2017
2017-10-13,The Foreigner,35000000.0,140783360.0,105783360.0,302.23817142857143,2017
2016-06-24,The Shallows,13000000.0,118763442.0,105763442.0,813.5649384615384,2016
2015-12-11,The Big Short,28000000.0,133162752.0,105162752.0,375.5812571428571,2015
2016-03-11,10 Cloverfield Lane,5000000.0,108286422.0,103286422.0,2065.7284400000003,2016
2012-08-08,Hope Springs,30000000.0,133085295.0,103085295.0,343.61765,2012
2015-02-27,Focus,65000000.0,168065700.0,103065700.0,158.56261538461538,2015
2013-03-22,Olympus Has Fallen,70000000.0,172878928.0,102878928.0,146.96989714285715,2013
2014-07-18,The Purge: Anarchy,9000000.0,111534881.0,102534881.0,1139.2764555555555,2014
2012-01-13,The Iron Lady,14000000.0,115592104.0,101592104.0,725.6578857142857,2012
2012-04-20,Think Like a Man,12000000.0,113373764.0,101373764.0,844.7813666666667,2012
2015-10-16,Goosebumps,58000000.0,158905324.0,100905324.0,173.97469655172412,2015
2012-01-06,The Devil Inside,1000000.0,101759490.0,100759490.0,10075.949,2012
2014-08-08,Into the Storm,50000000.0,150429371.0,100429371.0,200.858742,2014
2016-10-21,Jack Reacher: Never Go Back,60000000.0,159946489.0,99946489.0,166.57748166666667,2016
2017-11-01,A Bad Moms Christmas,28000000.0,127710550.0,99710550.0,356.1091071428571,2017
2012-09-28,Pitch Perfect,17000000.0,116044347.0,99044347.0,582.613805882353,2012
2014-12-25,Unbroken,65000000.0,163527824.0,98527824.0,151.58126769230768,2014
2011-04-01,Insidious,1500000.0,99870886.0,98370886.0,6558.059066666667,2011
2014-10-24,Ouija,5000000.0,103300632.0,98300632.0,1966.01264,2014
2010-04-09,Date Night,55000000.0,152269033.0,97269033.0,176.85278727272726,2010
2011-07-29,"Crazy, Stupid, Love",50000000.0,147142328.0,97142328.0,194.284656,2011
2013-12-25,The Secret Life of Walter Mitty,91000000.0,187861183.0,96861183.0,106.44086043956045,2013
2011-02-18,I am Number Four,50000000.0,146195159.0,96195159.0,192.39031799999998,2011
2011-02-18,Unknown,40000000.0,136123083.0,96123083.0,240.30770750000002,2011
2012-12-25,Parental Guidance,25000000.0,120832383.0,95832383.0,383.329532,2012
2013-08-30,No se Aceptan Devoluciones,5000000.0,100486616.0,95486616.0,1909.73232,2013
2013-06-12,This is the End,32000000.0,126539117.0,94539117.0,295.434740625,2013
2015-09-11,The Visit,5000000.0,98677816.0,93677816.0,1873.5563200000001,2015
2016-01-22,Dirty Grandpa,11500000.0,105078449.0,93578449.0,813.7256434782608,2016
2012-05-18,Battleship,220000000.0,313477717.0,93477717.0,42.48987136363636,2012
2014-01-17,The Nut Job,30000000.0,122529966.0,92529966.0,308.43322,2014
2017-10-27,Jigsaw,10000000.0,102445196.0,92445196.0,924.45196,2017
2012-02-17,Ghost Rider: Spirit of Vengeance,57000000.0,149217355.0,92217355.0,161.78483333333332,2012
2012-02-17,This Means War,65000000.0,156974557.0,91974557.0,141.49931846153848,2012
2018-04-13,Truth or Dare,3500000.0,95127344.0,91627344.0,2617.9241142857145,2018
2019-02-08,The LEGO Movie 2: The Second Part,99000000.0,190325698.0,91325698.0,92.2481797979798,2019
2012-03-02,Project X,12000000.0,103028188.0,91028188.0,758.5682333333334,2012
2010-03-19,The Bounty Hunter,45000000.0,135808837.0,90808837.0,201.79741555555557,2010
2011-07-08,Zookeeper,80000000.0,170805525.0,90805525.0,113.50690625,2011
2012-01-20,Underworld: Awakening,70000000.0,160379930.0,90379930.0,129.11418571428572,2012
2014-04-16,Heaven is for Real,12000000.0,100916299.0,88916299.0,740.9691583333333,2014
2014-02-07,The Monuments Men,70000000.0,158702748.0,88702748.0,126.71821142857142,2014
2012-03-30,Mirror Mirror,85000000.0,173613482.0,88613482.0,104.25115529411764,2012
2017-06-02,Captain Underpants: The First Epic Movie,38000000.0,126577874.0,88577874.0,233.09966842105263,2017
2019-04-05,Pet Sematary,21000000.0,109501146.0,88501146.0,421.4340285714286,2019
2013-06-07,The Purge,3000000.0,91266581.0,88266581.0,2942.2193666666667,2013
2012-05-11,Dark Shadows,150000000.0,238202668.0,88202668.0,58.80177866666667,2012
2010-07-09,Predators,40000000.0,127234389.0,87234389.0,218.0859725,2010
2013-11-22,Philomena,12000000.0,98963392.0,86963392.0,724.6949333333333,2013
2012-08-03,Total Recall,125000000.0,211856088.0,86856088.0,69.4848704,2012
2011-12-25,War Horse,70000000.0,156815529.0,86815529.0,124.02218428571427,2011
2018-09-21,The House with a Clock in its Walls,40000000.0,126331750.0,86331750.0,215.829375,2018
2014-07-18,Sex Tape,40000000.0,126069509.0,86069509.0,215.17377249999998,2014
2011-02-11,Justin Bieber: Never Say Never,13000000.0,99034125.0,86034125.0,661.8009615384615,2011
2014-01-03,Paranormal Activity: The Marked Ones,5000000.0,90904854.0,85904854.0,1718.09708,2014
2015-12-25,The Hateful Eight,62000000.0,147864886.0,85864886.0,138.49175161290324,2015
2017-09-29,American Made,50000000.0,135569212.0,85569212.0,171.138424,2017
2014-10-17,Birdman or (The Unexpected Virtue of Ignorance),18000000.0,103215094.0,85215094.0,473.41718888888886,2014
2013-02-01,Warm Bodies,30000000.0,115121608.0,85121608.0,283.73869333333334,2013
2016-07-15,Ghostbusters,144000000.0,229008658.0,85008658.0,59.033790277777776,2016
2013-01-28,Last Vegas,28000000.0,112914167.0,84914167.0,303.2648821428571,2013
2013-07-26,Blue Jasmine,18000000.0,102912961.0,84912961.0,471.7386722222222,2013
2016-01-15,Ride Along 2,40000000.0,124827316.0,84827316.0,212.06829,2016
2012-10-12,Sinister,3000000.0,87727807.0,84727807.0,2824.2602333333334,2012
2014-05-23,Blended,45000000.0,127990741.0,82990741.0,184.42386888888888,2014
2010-04-30,A Nightmare on Elm Street,35000000.0,117729621.0,82729621.0,236.3703457142857,2010
2012-12-19,Zero Dark Thirty,52500000.0,134612435.0,82112435.0,156.4046380952381,2012
2019-01-11,The Upside,37500000.0,119024536.0,81524536.0,217.39876266666664,2019
2012-04-27,The Pirates! Band of Misfits,55000000.0,136143605.0,81143605.0,147.53382727272728,2012
2018-05-18,Book Club,10000000.0,91113683.0,81113683.0,811.13683,2018
2013-04-05,Evil Dead,17000000.0,97778356.0,80778356.0,475.16679999999997,2013
2015-03-06,The Second Best Exotic Marigold Hotel,10000000.0,90384306.0,80384306.0,803.84306,2015
2018-02-23,Game Night,37000000.0,117378084.0,80378084.0,217.23806486486487,2018
2012-09-07,The Inbetweeners,5700000.0,86051320.0,80351320.0,1409.6722807017545,2012
2013-12-13,Saving Mr. Banks,35000000.0,114962525.0,79962525.0,228.46435714285715,2013
2016-12-23,Why Him?,38000000.0,117425156.0,79425156.0,209.01356842105264,2016
2018-11-23,The Favourite,15000000.0,94113929.0,79113929.0,527.4261933333333,2018
2011-02-04,Sanctum,30000000.0,108957098.0,78957098.0,263.1903266666667,2011
2011-04-22,Water for Elephants,38000000.0,116809717.0,78809717.0,207.39399210526318,2011
2010-01-15,The Book of Eli,80000000.0,158750817.0,78750817.0,98.43852125,2010
2018-03-16,I Can Only Imagine,7000000.0,85604221.0,78604221.0,1122.917442857143,2018
2018-08-10,BlacKkKlansman,15000000.0,93017335.0,78017335.0,520.1155666666667,2018
2018-09-14,A Simple Favor,20000000.0,97628717.0,77628717.0,388.143585,2018
2011-09-09,Contagion,60000000.0,137551594.0,77551594.0,129.25265666666667,2011
2013-11-01,About Time,12000000.0,89309178.0,77309178.0,644.24315,2013
2018-03-02,Red Sparrow,69000000.0,145951861.0,76951861.0,111.52443623188407,2018
2015-08-05,Shaun the Sheep,25000000.0,101925161.0,76925161.0,307.700644,2015
2011-03-04,The Adjustment Bureau,50200000.0,126931325.0,76731325.0,152.8512450199203,2011
2014-07-02,Tammy,20000000.0,96407655.0,76407655.0,382.038275,2014
2015-12-18,Sisters,30000000.0,106030660.0,76030660.0,253.43553333333335,2015
2014-12-19,Annie,65000000.0,139829625.0,74829625.0,115.12249999999999,2014
2017-10-06,Blade Runner 2049,185000000.0,259357408.0,74357408.0,40.19319351351351,2017
2016-03-25,My Big Fat Greek Wedding 2,18000000.0,92096558.0,74096558.0,411.6475444444444,2016
2018-09-28,Night School,29000000.0,103008792.0,74008792.0,255.20273103448275,2018
2016-05-20,Neighbors 2: Sorority Rising,35000000.0,108757621.0,73757621.0,210.73605999999998,2016
2019-03-15,Five Feet Apart,7000000.0,80504421.0,73504421.0,1050.0631571428573,2019
2015-07-24,Paper Towns,12000000.0,85450484.0,73450484.0,612.0873666666666,2015
2012-01-13,Contraband,25000000.0,98406855.0,73406855.0,293.62742000000003,2012
2014-10-10,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000.0,101379287.0,73379287.0,262.06888214285715,2014
2018-05-04,Overboard,12000000.0,85369830.0,73369830.0,611.41525,2018
2016-01-22,The 5th Wave,38000000.0,111336398.0,73336398.0,192.99052105263158,2016
2018-04-06,Blockers,21000000.0,94045328.0,73045328.0,347.8348952380952,2018
2016-10-21,Ouija: Origin of Evil,9000000.0,81831866.0,72831866.0,809.2429555555557,2016
2016-08-12,Peteâs Dragon,65000000.0,137768975.0,72768975.0,111.95226923076925,2016
2010-11-24,Love and Other Drugs,30000000.0,102716321.0,72716321.0,242.38773666666668,2010
2010-03-31,The Last Song,20000000.0,92678948.0,72678948.0,363.39473999999996,2010
2016-09-23,The Magnificent Seven,90000000.0,162525156.0,72525156.0,80.58350666666666,2016
2014-08-08,The Hundred-Foot Journey,22000000.0,94270488.0,72270488.0,328.5022181818182,2014
2015-11-06,Spotlight,20000000.0,92088460.0,72088460.0,360.4423,2015
2018-11-16,Instant Family,48000000.0,119736188.0,71736188.0,149.45039166666666,2018
2012-04-20,The Lucky One,25000000.0,96633833.0,71633833.0,286.535332,2012
2011-11-11,Jack and Jill,79000000.0,150519217.0,71519217.0,90.53065443037974,2011
2013-08-02,2 Guns,61000000.0,132493015.0,71493015.0,117.20166393442624,2013
2018-09-14,The Predator,88000000.0,159487563.0,71487563.0,81.23586704545454,2018
2015-05-08,La famille BÃ©lier,11000000.0,82438670.0,71438670.0,649.4424545454546,2015
2014-01-17,Jack Ryan: Shadow Recruit,60000000.0,131377412.0,71377412.0,118.96235333333334,2014
2015-07-29,Vacation,31000000.0,102306500.0,71306500.0,230.0209677419355,2015
2015-08-28,War Room,3000000.0,73975239.0,70975239.0,2365.8413,2015
2010-08-06,The Other Guys,100000000.0,170936470.0,70936470.0,70.93647,2010
2010-11-12,Unstoppable,95000000.0,165720921.0,70720921.0,74.4430747368421,2010
2012-02-24,Act of Valor,12000000.0,82497035.0,70497035.0,587.4752916666667,2012
2012-06-22,Abraham Lincoln: Vampire Hunter,67500000.0,137489730.0,69989730.0,103.68848888888888,2012
2016-08-26,Mechanic: Resurrection,40000000.0,109738840.0,69738840.0,174.3471,2016
2015-04-17,Paul Blart: Mall Cop 2,38000000.0,107650646.0,69650646.0,183.29117368421052,2015
2010-04-16,Kick-Ass,28000000.0,97531134.0,69531134.0,248.32547857142856,2010
2016-11-18,Manchester by the Sea,8500000.0,77733867.0,69233867.0,814.5160823529412,2016
2012-08-31,The Possession,14000000.0,82925064.0,68925064.0,492.32188571428577,2012
2011-12-23,We Bought a Zoo,50000000.0,118729073.0,68729073.0,137.458146,2011
2017-11-03,Lady Bird,10000000.0,78610769.0,68610769.0,686.1076899999999,2017
2010-08-27,The Last Exorcism,1800000.0,70165900.0,68365900.0,3798.105555555556,2010
2017-07-28,Atomic Blonde,30000000.0,98345423.0,68345423.0,227.81807666666666,2017
2010-09-17,Easy A,8000000.0,76200721.0,68200721.0,852.5090125,2010
2015-10-23,Paranormal Activity: The Ghost Dimension,10000000.0,77959374.0,67959374.0,679.59374,2015
2010-10-08,Life as We Know It,38000000.0,105887837.0,67887837.0,178.65220263157894,2010
2019-05-31,Rocketman,41000000.0,108642725.0,67642725.0,164.982256097561,2019
2010-09-24,Wall Street 2: Money Never Sleeps,70000000.0,137431619.0,67431619.0,96.33088428571429,2010
2013-09-20,Prisoners,46000000.0,113402302.0,67402302.0,146.52674347826087,2013
2014-08-22,If I Stay,11000000.0,78356170.0,67356170.0,612.3288181818182,2014
2010-06-11,The A-Team,110000000.0,177241171.0,67241171.0,61.12833727272727,2010
2017-08-25,Ballerina,30000000.0,96892829.0,66892829.0,222.97609666666665,2017
2015-03-27,Get Hard,40000000.0,106511453.0,66511453.0,166.2786325,2015
2013-04-12,42,31000000.0,97470701.0,66470701.0,214.42161612903226,2013
2016-05-13,Money Monster,27000000.0,93466095.0,66466095.0,246.1707222222222,2016
2011-09-16,Drive,15000000.0,81357930.0,66357930.0,442.3862,2011
2013-02-14,Safe Haven,28000000.0,94050951.0,66050951.0,235.8962535714286,2013
2014-11-26,Horrible Bosses 2,40000000.0,105945357.0,65945357.0,164.8633925,2014
2011-11-04,Tower Heist,85000000.0,150422946.0,65422946.0,76.96817176470589,2011
2011-11-23,Arthur Christmas,85000000.0,149717124.0,64717124.0,76.13779294117647,2011
2010-01-22,Tooth Fairy,48000000.0,112610386.0,64610386.0,134.60497083333334,2010
2015-07-24,Southpaw,30000000.0,94156456.0,64156456.0,213.85485333333332,2015
2016-10-21,Moonlight,1500000.0,65245512.0,63745512.0,4249.7008000000005,2016
2015-04-17,Unfriended,1000000.0,64364198.0,63364198.0,6336.419800000001,2015
2016-02-12,How to be Single,37000000.0,100003780.0,63003780.0,170.2804864864865,2016
2010-08-20,Nanny McPhee and the Big Bang,35000000.0,97799865.0,62799865.0,179.42818571428572,2010
2014-03-21,Godâs Not Dead,1150000.0,63777092.0,62627092.0,5445.834086956522,2014
2016-03-18,The Divergent Series: Allegiant,110000000.0,172022517.0,62022517.0,56.38410636363636,2016
2016-07-06,Sultan,11000000.0,72989781.0,61989781.0,563.5434636363636,2016
2018-01-12,The Commuter,40000000.0,101985431.0,61985431.0,154.9635775,2018
2010-03-19,Diary of a Wimpy Kid,15000000.0,76954311.0,61954311.0,413.02874,2010
2010-08-18,Vampires Suck,20000000.0,81424988.0,61424988.0,307.12494000000004,2010
2011-09-23,Moneyball,50000000.0,111300835.0,61300835.0,122.60167,2011
2011-03-18,Paul,40000000.0,101162106.0,61162106.0,152.90526499999999,2011
2014-06-27,Begin Again,8000000.0,68838736.0,60838736.0,760.4842,2014
2016-03-16,Miracles from Heaven,13000000.0,73798736.0,60798736.0,467.68258461538466,2016
2015-05-22,Poltergeist,35000000.0,95713069.0,60713069.0,173.46591142857142,2015
2011-12-09,Tinker Tailor Soldier Spy,21000000.0,81452811.0,60452811.0,287.87052857142857,2011
2013-09-20,Rush,38000000.0,98230839.0,60230839.0,158.50220789473684,2013
2011-01-28,The Rite,37000000.0,97143987.0,60143987.0,162.5513162162162,2011
2018-06-08,Hereditary,10000000.0,70133905.0,60133905.0,601.33905,2018
2010-08-20,Piranha 3D,24000000.0,83660160.0,59660160.0,248.584,2010
2016-07-01,The BFG,140000000.0,199646680.0,59646680.0,42.60477142857143,2016
2018-04-20,I Feel Pretty,32000000.0,91553797.0,59553797.0,186.105615625,2018
2011-09-23,Dolphin Tale,37000000.0,96068724.0,59068724.0,159.6452,2011
2010-10-15,Hereafter,50000000.0,108660270.0,58660270.0,117.32054000000001,2010
2013-04-12,Scary Movie V,20000000.0,78613981.0,58613981.0,293.069905,2013
2013-08-30,One Direction: This is Us,10000000.0,68541786.0,58541786.0,585.41786,2013
2018-10-12,Goosebumps 2: Haunted Halloween,35000000.0,93291478.0,58291478.0,166.54708,2018
2010-11-12,Skyline,10000000.0,68264973.0,58264973.0,582.64973,2010
2016-01-22,The Boy,10000000.0,68220952.0,58220952.0,582.20952,2016
2010-07-14,The Sorcerer's Apprentice,160000000.0,217986320.0,57986320.0,36.24145,2010
2014-07-02,Deliver Us from Evil,30000000.0,87956618.0,57956618.0,193.18872666666667,2014
2017-02-03,Rings,25000000.0,82917283.0,57917283.0,231.669132,2017
2017-03-31,Ghost in the Shell,110000000.0,167910690.0,57910690.0,52.64608181818182,2017
2015-09-04,Tian jiang xiong shi,65000000.0,122519874.0,57519874.0,88.49211384615384,2015
2013-07-19,RED 2,84000000.0,141507355.0,57507355.0,68.46113690476191,2013
2013-01-11,A Haunted House,2500000.0,59922558.0,57422558.0,2296.9023199999997,2013
2015-01-16,The Wedding Ringer,23000000.0,80171596.0,57171596.0,248.57215652173915,2015
2013-11-08,The Book Thief,19000000.0,76086711.0,57086711.0,300.4563736842105,2013
2013-03-15,The Call,12800000.0,69821476.0,57021476.0,445.48028124999996,2013
2013-09-06,Riddick,38000000.0,94763758.0,56763758.0,149.37831052631577,2013
